drug_id,preferred_name,approval_status,is_supportive_care,rxnorm_in,ncit_code,normalized_key,sources
rx:203538.0,BuMel,FDA_approved,False,203538.0,C126792,bumel,FDA_old|FDA_v24
rx:284676.0,Busulfex,FDA_approved,False,284676.0,,busulfex,FDA_old
rx:308310.0,CAF,FDA_approved,False,308310.0,C9533,caf,FDA_old|FDA_v24
ncit:C63402,CARBOPLATIN-TAXOL,FDA_approved,False,,C63402,carboplatintaxol,FDA_v24
rx:1242623.0,CEM,FDA_approved,False,1242623.0,C125601,cem,FDA_old|FDA_v24
ncit:C129579,CEV,FDA_approved,False,,C129579,cev,FDA_v24
ncit:C63752,CHLORAMBUCIL-PREDNISONE,FDA_approved,False,,C63752,chlorambucilprednisone,FDA_v24
ncit:C123278,COPDAC,FDA_approved,False,,C123278,copdac,FDA_v24
ncit:C9567,COPP,FDA_approved,False,,C9567,copp,FDA_v24
ncit:C67174,COPP-ABV,FDA_approved,False,,C67174,coppabv,FDA_v24
rx:211874.0,CVP,FDA_approved,False,211874.0,C9573,cvp,FDA_old|FDA_v24
rx:1790162.0,Cabometyx,FDA_approved,False,1790162.0,,cabometyx,FDA_old
rx:1986814.0,Calquence,FDA_approved,False,1986814.0,,calquence,FDA_old
rx:2595045.0,Camcevi,FDA_approved,False,2595045.0,,camcevi,FDA_old
rx:284679.0,Campath,FDA_approved,False,284679.0,,campath,FDA_old
rx:203652.0,Camptosar,FDA_approved,False,203652.0,,camptosar,FDA_old
rx:285133.0,Carac,FDA_approved,False,285133.0,,carac,FDA_old
rx:378774.0,Carmustine Implant,FDA_approved,False,378774.0,,carmustineimplant,FDA_old|FDA_v24
rx:2594782.0,Carvykti,FDA_approved,False,2594782.0,,carvykti,FDA_old
rx:151495.0,Casodex,FDA_approved,False,151495.0,,casodex,FDA_old
rx:2058825.0,Cemiplimab-rwlc,FDA_approved,False,2058825.0,,cemiplimabrwlc,FDA_old
rx:2656444.0,Cervarix,FDA_approved,False,2656444.0,C48395,cervarix,FDA_old|FDA_v24
rx:493622.0,Clolar,FDA_approved,False,493622.0,,clolar,FDA_old
rx:2639788.0,Columvi,FDA_approved,False,2639788.0,,columvi,FDA_old
rx:1363274.0,Cometriq,FDA_approved,False,1363274.0,,cometriq,FDA_old
rx:2058515.0,Copiktra,FDA_approved,False,2058515.0,,copiktra,FDA_old
rx:203599.0,Cosmegen,FDA_approved,False,203599.0,,cosmegen,FDA_old
rx:1722371.0,Cotellic,FDA_approved,False,1722371.0,,cotellic,FDA_old
rx:3002.0,Cyclophosphamide,FDA_approved,False,3002.0,,cyclophosphamide,FDA_old
rx:1535993.0,Cyramza,FDA_approved,False,1535993.0,,cyramza,FDA_old
rx:1425222.0,Dabrafenib Mesylate,FDA_approved,False,1425222.0,,dabrafenibmesylate,FDA_old
rx:636242.0,Dacogen,FDA_approved,False,636242.0,,dacogen,FDA_old
rx:2474240.0,Danyelza,FDA_approved,False,2474240.0,,danyelza,FDA_old
rx:2649490.0,Daratumumab and Hyaluronidase-fihj,FDA_approved,False,2649490.0,,daratumumabandhyaluronidasefihj,FDA_old|FDA_v24
rx:1721952.0,Darzalex,FDA_approved,False,1721952.0,,darzalex,FDA_old
rx:2375137.0,Darzalex Faspro,FDA_approved,False,2375137.0,,darzalexfaspro,FDA_old
rx:2703041.0,Datroway,FDA_approved,False,2703041.0,,datroway,FDA_old
rx:81992.0,Daunorubicin Hydrochloride,FDA_approved,False,81992.0,,daunorubicinhydrochloride,FDA_old
rx:2646233.0,Daunorubicin Hydrochloride and Cytarabine Liposome,FDA_approved,False,2646233.0,,daunorubicinhydrochlorideandcytarabineliposome,FDA_old|FDA_v24
rx:2384456.0,Decitabine and Cedazuridine,FDA_approved,False,2384456.0,,decitabineandcedazuridine,FDA_old|FDA_v24
rx:1746528.0,Defitelio,FDA_approved,False,1746528.0,,defitelio,FDA_old
rx:3264.0,Dexamethasone,FDA_approved,False,3264.0,,dexamethasone,FDA_old|Supportive_Care
rx:80773.0,Doxil,FDA_approved,False,80773.0,,doxil,FDA_old
rx:466523.0,Doxorubicin Hydrochloride Liposome,FDA_approved,False,466523.0,,doxorubicinhydrochlorideliposome,FDA_old
norm:drugsapprovedforchildhoodcancers,Drugs Approved for Childhood Cancers,FDA_approved,False,,,drugsapprovedforchildhoodcancers,FDA_v24
norm:drugsapprovedforconditionsrelatedtocancer,Drugs Approved for Conditions Related to Cancer,FDA_approved,False,,,drugsapprovedforconditionsrelatedtocancer,FDA_v24
norm:drugsapprovedfordifferenttypesofcancer,Drugs Approved for Different Types of Cancer,FDA_approved,False,,,drugsapprovedfordifferenttypesofcancer,FDA_v24
rx:81945.0,Eflornithine Hydrochloride,FDA_approved,False,81945.0,,eflornithinehydrochloride,FDA_old
rx:224945.0,Efudex,FDA_approved,False,224945.0,,efudex,FDA_old
rx:2628473.0,Elacestrant Dihydrochloride,FDA_approved,False,2628473.0,,elacestrantdihydrochloride,FDA_old
rx:2621555.0,Elahere,FDA_approved,False,2621555.0,,elahere,FDA_old
rx:352619.0,Eligard,FDA_approved,False,352619.0,,eligard,FDA_old
rx:352620.0,Elitek,FDA_approved,False,352620.0,,elitek,FDA_old
rx:203766.0,Ellence,FDA_approved,False,203766.0,,ellence,FDA_old
ncit:C1181,Eloxatin,FDA_approved,False,,C1181,eloxatin,FDA_v24
rx:2644887.0,Elrexfio,FDA_approved,False,2644887.0,,elrexfio,FDA_old
rx:2109060.0,Elzonris,FDA_approved,False,2109060.0,,elzonris,FDA_old
rx:357280.0,Emend,FDA_approved,False,357280.0,,emend,FDA_old
rx:1726111.0,Empliciti,FDA_approved,False,1726111.0,,empliciti,FDA_old
rx:2267577.0,Enhertu,FDA_approved,False,2267577.0,,enhertu,FDA_old
rx:2712635.0,Ensacove,FDA_approved,False,2712635.0,,ensacove,FDA_old
rx:2712547.0,Ensartinib Hydrochloride,FDA_approved,False,2712547.0,,ensartinibhydrochloride,FDA_old
rx:2637401.0,Epkinly,FDA_approved,False,2637401.0,,epkinly,FDA_old
rx:203281.0,Epogen,FDA_approved,False,203281.0,,epogen,FDA_old
rx:355460.0,Erbitux,FDA_approved,False,355460.0,,erbitux,FDA_old
rx:1242993.0,Erivedge,FDA_approved,False,1242993.0,,erivedge,FDA_old
rx:1999582.0,Erleada,FDA_approved,False,1999582.0,,erleada,FDA_old
rx:477320.0,Erlotinib Hydrochloride,FDA_approved,False,477320.0,,erlotinibhydrochloride,FDA_old
rx:1232186.0,Erwinaze,FDA_approved,False,1232186.0,,erwinaze,FDA_old
rx:151722.0,Ethyol,FDA_approved,False,151722.0,,ethyol,FDA_old
rx:274342.0,Etopophos,FDA_approved,False,274342.0,,etopophos,FDA_old
rx:217010.0,Evista,FDA_approved,False,217010.0,,evista,FDA_old
rx:1745086.0,Evomela,FDA_approved,False,1745086.0,,evomela,FDA_old
ncit:C9595,FEC,FDA_approved,False,,C9595,fec,FDA_v24
norm:folfiribevacizumab,FOLFIRI-BEVACIZUMAB,FDA_approved,False,,,folfiribevacizumab,FDA_v24
norm:folfiricetuximab,FOLFIRI-CETUXIMAB,FDA_approved,False,,,folfiricetuximab,FDA_v24
rx:1314424.0,FU-LV,FDA_approved,False,1314424.0,,fulv,FDA_old|FDA_v24
rx:155082.0,Fareston,FDA_approved,False,155082.0,,fareston,FDA_old
rx:203870.0,Faslodex,FDA_approved,False,203870.0,,faslodex,FDA_old
rx:2197594.0,Fedratinib Hydrochloride,FDA_approved,False,2197594.0,,fedratinibhydrochloride,FDA_old
rx:203769.0,Femara,FDA_approved,False,203769.0,,femara,FDA_old
rx:858122.0,Firmagon,FDA_approved,False,858122.0,,firmagon,FDA_old
rx:25102.0,Fludarabine Phosphate,FDA_approved,False,25102.0,,fludarabinephosphate,FDA_old
rx:202633.0,Fluoroplex,FDA_approved,False,202633.0,,fluoroplex,FDA_old
rx:1791700.0,Fluorouracil Injection,FDA_approved,False,1791700.0,,fluorouracilinjection,FDA_old
rx:1160832.0,Fluorouracil Topical,FDA_approved,False,1160832.0,,fluorouraciltopical,FDA_old
rx:865180.0,Folotyn,FDA_approved,False,865180.0,,folotyn,FDA_old
rx:2534239.0,Fotivda,FDA_approved,False,2534239.0,,fotivda,FDA_old
rx:2670185.0,Fruzaqla,FDA_approved,False,2670185.0,,fruzaqla,FDA_old
rx:2048021.0,Fulphila,FDA_approved,False,2048021.0,,fulphila,FDA_old
rx:2586864.0,Fyarro,FDA_approved,False,2586864.0,,fyarro,FDA_old
ncit:C63406,GEMCITABINE-CISPLATIN,FDA_approved,False,,C63406,gemcitabinecisplatin,FDA_v24
norm:gemcitabineoxaliplatin,GEMCITABINE-OXALIPLATIN,FDA_approved,False,,,gemcitabineoxaliplatin,FDA_v24
rx:2104612.0,Gamifant,FDA_approved,False,2104612.0,,gamifant,FDA_old
rx:659877.0,Gardasil,FDA_approved,False,659877.0,,gardasil,FDA_old
rx:1597095.0,Gardasil 9,FDA_approved,False,1597095.0,,gardasil9,FDA_old
rx:2394942.0,Gavreto,FDA_approved,False,2394942.0,,gavreto,FDA_old
rx:1442694.0,Gazyva,FDA_approved,False,1442694.0,,gazyva,FDA_old
rx:236234.0,Gemcitabine Hydrochloride,FDA_approved,False,236234.0,,gemcitabinehydrochloride,FDA_old
ncit:C961,Gemzar,FDA_approved,False,,C961,gemzar,FDA_v24
rx:1430268.0,Gilotrif,FDA_approved,False,1430268.0,,gilotrif,FDA_old
rx:282386.0,Gleevec,FDA_approved,False,282386.0,,gleevec,FDA_old
rx:212994.0,Gliadel Wafer,FDA_approved,False,212994.0,C2487,gliadelwafer,FDA_old|FDA_v24
rx:2703571.0,Grafapex,FDA_approved,False,2703571.0,,grafapex,FDA_old
rx:1442677.0,Granix,FDA_approved,False,1442677.0,,granix,FDA_old
rx:1986820.0,"HPV Bivalent Vaccine, Recombinant",FDA_approved,False,1986820.0,,hpvbivalentvaccinerecombinant,FDA_old|FDA_v24
norm:hpvnonavalentvaccinerecombinant,"HPV Nonavalent Vaccine, Recombinant",FDA_approved,False,,,hpvnonavalentvaccinerecombinant,FDA_v24
norm:hpvquadrivalentvaccinerecombinant,"HPV Quadrivalent Vaccine, Recombinant",FDA_approved,False,,,hpvquadrivalentvaccinerecombinant,FDA_v24
rx:1045457.0,Halaven,FDA_approved,False,1045457.0,,halaven,FDA_old
rx:1495059.0,Hemangeol,FDA_approved,False,1495059.0,,hemangeol,FDA_old
rx:2671192.0,Hepzato,FDA_approved,False,2671192.0,,hepzato,FDA_old
rx:101306.0,Herceptin,FDA_approved,False,101306.0,,herceptin,FDA_old
rx:2119715.0,Herceptin Hylecta,FDA_approved,False,2119715.0,,herceptinhylecta,FDA_old
rx:203472.0,Hycamtin,FDA_approved,False,203472.0,,hycamtin,FDA_old
rx:151871.0,Hydrea,FDA_approved,False,151871.0,,hydrea,FDA_old
rx:707344.0,Hyper-CVAD,FDA_approved,False,707344.0,,hypercvad,FDA_old
rx:nan,IL-2,FDA_approved,False,,C587,il2,FDA_old|FDA_v24|NCI_DD_INV
rx:1601381.0,Ibrance,FDA_approved,False,1601381.0,,ibrance,FDA_old
rx:1364353.0,Iclusig,FDA_approved,False,1364353.0,,iclusig,FDA_old
rx:224952.0,Idamycin PFS,FDA_approved,False,224952.0,C1587,idamycinpfs,FDA_old|FDA_v24
rx:82124.0,Idarubicin Hydrochloride,FDA_approved,False,82124.0,,idarubicinhydrochloride,FDA_old
rx:217701.0,Ifex,FDA_approved,False,217701.0,,ifex,FDA_old
rx:284924.0,Imatinib Mesylate,FDA_approved,False,284924.0,,imatinibmesylate,FDA_old
rx:1442987.0,Imbruvica,FDA_approved,False,1442987.0,,imbruvica,FDA_old
rx:2682962.0,Imdelltra,FDA_approved,False,2682962.0,,imdelltra,FDA_old
rx:1919508.0,Imfinzi,FDA_approved,False,1919508.0,,imfinzi,FDA_old
rx:2619319.0,Imjudo,FDA_approved,False,2619319.0,,imjudo,FDA_old
rx:2699832.0,Imkeldi,FDA_approved,False,2699832.0,,imkeldi,FDA_old
rx:1721279.0,Imlygic,FDA_approved,False,1721279.0,,imlygic,FDA_old
rx:2058859.0,Infugem,FDA_approved,False,2058859.0,,infugem,FDA_old
rx:1243005.0,Inlyta,FDA_approved,False,1243005.0,,inlyta,FDA_old
rx:2384459.0,Inqovi,FDA_approved,False,2384459.0,,inqovi,FDA_old
rx:2197496.0,Inrebic,FDA_approved,False,2197496.0,,inrebic,FDA_old
rx:545290.0,Intron A,FDA_approved,False,545290.0,,introna,FDA_old
rx:281883.0,Iressa,FDA_approved,False,281883.0,,iressa,FDA_old
rx:153329.0,Irinotecan Hydrochloride,FDA_approved,False,153329.0,,irinotecanhydrochloride,FDA_old
rx:877436.0,Istodax,FDA_approved,False,877436.0,,istodax,FDA_old
rx:2695428.0,Itovebi,FDA_approved,False,2695428.0,,itovebi,FDA_old
rx:2673200.0,Iwilfin,FDA_approved,False,2673200.0,,iwilfin,FDA_old
rx:744825.0,Ixempra,FDA_approved,False,744825.0,,ixempra,FDA_old
rx:1193332.0,Jakafi,FDA_approved,False,1193332.0,,jakafi,FDA_old
rx:2629344.0,Jaypirca,FDA_approved,False,2629344.0,,jaypirca,FDA_old
rx:2375819.0,Jelmyto,FDA_approved,False,2375819.0,,jelmyto,FDA_old
rx:2539973.0,Jemperli,FDA_approved,False,2539973.0,,jemperli,FDA_old
rx:996055.0,Jevtana,FDA_approved,False,996055.0,,jevtana,FDA_old
rx:1371046.0,Kadcyla,FDA_approved,False,1371046.0,,kadcyla,FDA_old
rx:545354.0,Kepivance,FDA_approved,False,545354.0,,kepivance,FDA_old
rx:1547550.0,Keytruda,FDA_approved,False,1547550.0,,keytruda,FDA_old
rx:2590750.0,Kimmtrak,FDA_approved,False,2590750.0,,kimmtrak,FDA_old
rx:1873984.0,Kisqali,FDA_approved,False,1873984.0,,kisqali,FDA_old
rx:1923054.0,Kisqali Femara Co-Pack,FDA_approved,False,1923054.0,,kisqalifemaracopack,FDA_old
rx:2289419.0,Koselugo,FDA_approved,False,2289419.0,,koselugo,FDA_old
rx:2625918.0,Krazati,FDA_approved,False,2625918.0,,krazati,FDA_old
rx:1986443.0,Kymriah,FDA_approved,False,1986443.0,,kymriah,FDA_old
rx:1302971.0,Kyprolis,FDA_approved,False,1302971.0,,kyprolis,FDA_old
rx:798262.0,"L1 protein, human papillomavirus type 11 vaccine",FDA_approved,False,798262.0,C61087,l1proteinhumanpapillomavirustype11vaccine,FDA_v24
rx:1596930.0,"L1 protein, human papillomavirus type 31 vaccine",FDA_approved,False,1596930.0,C119664,l1proteinhumanpapillomavirustype31vaccine,FDA_v24
rx:2691157.0,Lazcluze,FDA_approved,False,2691157.0,,lazcluze,FDA_old
rx:1604346.0,Lenvatinib Mesylate,FDA_approved,False,1604346.0,,lenvatinibmesylate,FDA_old
rx:1792372.0,Lenvima,FDA_approved,False,1792372.0,,lenvima,FDA_old
rx:202994.0,Leukeran,FDA_approved,False,202994.0,,leukeran,FDA_old
rx:2595041.0,Leuprolide Mesylate,FDA_approved,False,2595041.0,,leuprolidemesylate,FDA_old
rx:762674.0,Levulan Kerastick,FDA_approved,False,762674.0,,levulankerastick,FDA_old
rx:2058831.0,Libtayo,FDA_approved,False,2058831.0,,libtayo,FDA_old
rx:1670317.0,Lonsurf,FDA_approved,False,1670317.0,,lonsurf,FDA_old
rx:2669415.0,Loqtorzi,FDA_approved,False,2669415.0,,loqtorzi,FDA_old
rx:2103170.0,Lorbrena,FDA_approved,False,2103170.0,,lorbrena,FDA_old
rx:2550720.0,Lumakras,FDA_approved,False,2550720.0,,lumakras,FDA_old
rx:2625131.0,Lunsumio,FDA_approved,False,2625131.0,,lunsumio,FDA_old
rx:1115459.0,Lupron Depot,FDA_approved,False,1115459.0,,luprondepot,FDA_old
rx:1999683.0,Lutathera,FDA_approved,False,1999683.0,,lutathera,FDA_old
rx:2700751.0,Lymphir,FDA_approved,False,2700751.0,,lymphir,FDA_old
rx:1597588.0,Lynparza,FDA_approved,False,1597588.0,,lynparza,FDA_old
rx:2628196.0,Lytgobi,FDA_approved,False,2628196.0,,lytgobi,FDA_old
rx:2474029.0,Margenza,FDA_approved,False,2474029.0,,margenza,FDA_old
rx:203801.0,Matulane,FDA_approved,False,203801.0,,matulane,FDA_old
rx:1425105.0,Mekinist,FDA_approved,False,1425105.0,,mekinist,FDA_old
rx:2049128.0,Mektovi,FDA_approved,False,2049128.0,,mektovi,FDA_old
rx:218330.0,Mesnex,FDA_approved,False,218330.0,,mesnex,FDA_old
rx:979111.0,Methylnaltrexone Bromide,FDA_approved,False,979111.0,,methylnaltrexonebromide,FDA_old
rx:2621549.0,Mirvetuximab Soravtansine-gynx,FDA_approved,False,2621549.0,,mirvetuximabsoravtansinegynx,FDA_old
rx:2665205.0,Momelotinib Dihydrochloride Monohydrate,FDA_approved,False,2665205.0,,momelotinibdihydrochloridemonohydrate,FDA_old
rx:2387339.0,Monjuvi,FDA_approved,False,2387339.0,,monjuvi,FDA_old
rx:735381.0,Mozobil,FDA_approved,False,735381.0,,mozobil,FDA_old
rx:2046141.0,Mvasi,FDA_approved,False,2046141.0,,mvasi,FDA_old
rx:203010.0,Myleran,FDA_approved,False,203010.0,,myleran,FDA_old
rx:261585.0,Mylotarg,FDA_approved,False,261585.0,,mylotarg,FDA_old
rx:1940649.0,Nerlynx,FDA_approved,False,1940649.0,,nerlynx,FDA_old
rx:1552342.0,Netupitant and Palonosetron Hydrochloride,FDA_approved,False,1552342.0,,netupitantandpalonosetronhydrochloride,FDA_old
rx:353501.0,Neulasta,FDA_approved,False,353501.0,,neulasta,FDA_old
rx:227304.0,Neupogen,FDA_approved,False,227304.0,,neupogen,FDA_old
rx:619985.0,Nexavar,FDA_approved,False,619985.0,,nexavar,FDA_old
rx:218741.0,Nilandron,FDA_approved,False,218741.0,,nilandron,FDA_old
rx:1723758.0,Ninlaro,FDA_approved,False,1723758.0,,ninlaro,FDA_old
rx:2640208.0,Niraparib Tosylate Monohydrate,FDA_approved,False,2640208.0,,niraparibtosylatemonohydrate,FDA_old
rx:2057201.0,Nivestym,FDA_approved,False,2057201.0,,nivestym,FDA_old
rx:2700793.0,Nivolumab and Hyaluronidase-nvhy,FDA_approved,False,2700793.0,,nivolumabandhyaluronidasenvhy,FDA_old
rx:2596775.0,Nivolumab and Relatlimab-rmbw,FDA_approved,False,2596775.0,,nivolumabandrelatlimabrmbw,FDA_old
rx:805456.0,Nplate,FDA_approved,False,805456.0,,nplate,FDA_old
rx:2180331.0,Nubeqa,FDA_approved,False,2180331.0,,nubeqa,FDA_old
rx:2469336.0,Nyvepria,FDA_approved,False,2469336.0,,nyvepria,FDA_old
rx:1442151.0,OFF,FDA_approved,False,1442151.0,,off,FDA_old
rx:1659922.0,Odomzo,FDA_approved,False,1659922.0,,odomzo,FDA_old
rx:2670638.0,Ogsiveo,FDA_approved,False,2670638.0,,ogsiveo,FDA_old
rx:2682440.0,Ojemda,FDA_approved,False,2682440.0,,ojemda,FDA_old
rx:2665211.0,Ojjaara,FDA_approved,False,2665211.0,,ojjaara,FDA_old
rx:224911.0,Oncaspar,FDA_approved,False,224911.0,,oncaspar,FDA_old
rx:1719773.0,Onivyde,FDA_approved,False,1719773.0,,onivyde,FDA_old
rx:2396765.0,Onureg,FDA_approved,False,2396765.0,,onureg,FDA_old
rx:1597881.0,Opdivo,FDA_approved,False,1597881.0,,opdivo,FDA_old
rx:2700800.0,Opdivo Qvantig,FDA_approved,False,2700800.0,,opdivoqvantig,FDA_old
rx:2596780.0,Opdualag,FDA_approved,False,2596780.0,,opdualag,FDA_old
rx:2472784.0,Orgovyx,FDA_approved,False,2472784.0,,orgovyx,FDA_old
rx:2628479.0,Orserdu,FDA_approved,False,2628479.0,,orserdu,FDA_old
rx:797271.0,PAD,FDA_approved,False,797271.0,,pad,FDA_old
rx:1356841.0,PEB,FDA_approved,False,1356841.0,,peb,FDA_old
rx:2268093.0,Padcev,FDA_approved,False,2268093.0,,padcev,FDA_old
rx:152200.0,Paraplatin,FDA_approved,False,152200.0,,paraplatin,FDA_old
rx:732187.0,Pazopanib Hydrochloride,FDA_approved,False,732187.0,,pazopanibhydrochloride,FDA_old
rx:2359335.0,Pemazyre,FDA_approved,False,2359335.0,,pemazyre,FDA_old
rx:1298949.0,Perjeta,FDA_approved,False,1298949.0,,perjeta,FDA_old
rx:2382603.0,"Pertuzumab, Trastuzumab, and Hyaluronidase-zzxf",FDA_approved,False,2382603.0,,pertuzumabtrastuzumabandhyaluronidasezzxf,FDA_old
rx:2183103.0,Pexidartinib Hydrochloride,FDA_approved,False,2183103.0,,pexidartinibhydrochloride,FDA_old
rx:2382605.0,Phesgo,FDA_approved,False,2382605.0,,phesgo,FDA_old
rx:2169302.0,Piqray,FDA_approved,False,2169302.0,,piqray,FDA_old
rx:2597047.0,Pluvicto,FDA_approved,False,2597047.0,,pluvicto,FDA_old
rx:2174096.0,Polivy,FDA_approved,False,2174096.0,,polivy,FDA_old
rx:1369719.0,Pomalyst,FDA_approved,False,1369719.0,,pomalyst,FDA_old
rx:1364953.0,Ponatinib Hydrochloride,FDA_approved,False,1364953.0,,ponatinibhydrochloride,FDA_old
rx:1723746.0,Portrazza,FDA_approved,False,1723746.0,,portrazza,FDA_old
rx:227303.0,Procrit,FDA_approved,False,227303.0,,procrit,FDA_old
rx:203760.0,Proleukin,FDA_approved,False,203760.0,,proleukin,FDA_old
rx:993453.0,Prolia,FDA_approved,False,993453.0,,prolia,FDA_old
rx:825422.0,Promacta,FDA_approved,False,825422.0,,promacta,FDA_old
rx:978086.0,Provenge,FDA_approved,False,978086.0,,provenge,FDA_old
rx:1536485.0,Purixan,FDA_approved,False,1536485.0,,purixan,FDA_old
rx:2369398.0,Qinlock,FDA_approved,False,2369398.0,,qinlock,FDA_old
rx:2643049.0,Quizartinib Dihydrochloride,FDA_approved,False,2643049.0,,quizartinibdihydrochloride,FDA_old
rx:1427236.0,R-CVP,FDA_approved,False,1427236.0,,rcvp,FDA_old
rx:218554.0,R-ICE,FDA_approved,False,218554.0,,rice,FDA_old
rx:1424174.0,Radium 223 Dichloride,FDA_approved,False,1424174.0,,radium223dichloride,FDA_old
rx:2262907.0,Reblozyl,FDA_approved,False,2262907.0,,reblozyl,FDA_old
rx:1301889.0,Recombinant Human Papillomavirus (HPV) Bivalent Vaccine,FDA_approved,False,1301889.0,,recombinanthumanpapillomavirushpvbivalentvaccine,FDA_old
rx:1311095.0,Recombinant Human Papillomavirus (HPV) Nonavalent Vaccine,FDA_approved,False,1311095.0,,recombinanthumanpapillomavirushpvnonavalentvaccine,FDA_old
